verse	id	confidence	placement	method	text
Deut.34.6	Deut.34.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	SP y algunos manuscritos LXX lo sepultaron
Deut.34.12	Deut.34.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O hechos terribles
Josh.2.1	Josh.2.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Arboleda de Acacias
Josh.3.1	Josh.3.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Arboleda de Acacias
Josh.5.1	Josh.5.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, a lo largo de la costa mediterránea; literalmente a lo largo del mar
Josh.5.1	Josh.5.1-fn2	fallback	verse_end	source_anchor_word_not_semantically_specific	O hasta que hubiéramos cruzado
Josh.5.14	Josh.5.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O y rindió homenaje o y adoró
Josh.6.5	Josh.6.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O caer por sí sola o caer plana; similarmente en el versículo 20
Josh.6.17	Josh.6.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda; también en los versículos 18 y 21.
Josh.7.1	Josh.7.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda; también en los versículos 11, 12, 13 y 15.
Josh.7.1	Josh.7.1-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Acán significa perturbador; también llamado Acar en 1 Crónicas 2:7.
Josh.7.1	Josh.7.1-fn3	fallback	verse_end	no_high_confidence_immediate_alignment	Zabdi es una variante de Zimri; también en los versículos 17 y 18; véase LXX y 1 Crónicas 2:6.
Josh.7.5	Josh.7.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O hasta Sebarim
Josh.7.21	Josh.7.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, Babilonia
Josh.7.26	Josh.7.26-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Acor significa problema.
Josh.8.18	Josh.8.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O jabalina; dos veces en este versículo, y también en el versículo 26
Josh.8.26	Josh.8.26-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda.
Josh.8.29	Josh.8.29-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Empaló al rey de Ai en una estaca
Josh.8.31	Josh.8.31-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Éxodo 20:25; Deuteronomio 27:5
Josh.9.1	Josh.9.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Sefela o tierras bajas; es decir, las estribaciones occidentales de Judea
Josh.9.4	Josh.9.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O se pusieron en camino con provisiones
Josh.10.1	Josh.10.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda; también en los versículos 28, 35, 37, 39 y 40.
Josh.10.13	Josh.10.13-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O el Libro del Justo, comúnmente citado como Jasher
Josh.10.26	Josh.10.26-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O empaló sus cuerpos en cinco estacas; similarmente en el versículo 27
Josh.10.40	Josh.10.40-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Sefela o tierras bajas; es decir, las estribaciones occidentales de Judea
Josh.11.2	Josh.11.2-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O en las alturas de Dor; Naftot-dor es una variante de Náfat-dor; véase Josué 12:23.
Josh.11.11	Josh.11.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda; también en los versículos 12, 20 y 21.
Josh.11.20	Josh.11.20-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O endurecer o fortalecer
Josh.12.3	Josh.12.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Mar de Galilea
Josh.12.23	Josh.12.23-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O en las alturas de Dor; Náfat-dor es una variante de Naftot-dor; véase Josué 11:2.
Josh.13.4	Josh.13.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Ara
Josh.13.5	Josh.13.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O el área de Biblos
Josh.13.27	Josh.13.27-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Mar de Galilea
Josh.15.3	Josh.15.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O la Cuesta de los Escorpiones o el Paso de los Escorpiones
Josh.15.4	Josh.15.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Mar Mediterráneo, también llamado el Mar Grande; también en los versículos 11, 12 y 47
Josh.15.4	Josh.15.4-fn2	fallback	verse_end	source_anchor_word_not_semantically_specific	LXX; hebreo tu
Josh.15.18	Josh.15.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo y algunos manuscritos LXX; otros manuscritos LXX y él la instó; véase Jueces 1:14.
Josh.15.33	Josh.15.33-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Sefela o tierras bajas; es decir, las estribaciones occidentales de Judea
Josh.16.2	Josh.16.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX (Véase también Josué 18:13); hebreo desde Bet-el hasta Luz
Josh.17.2	Josh.17.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Abiezer es una variante de Jezer; véase Números 26:30.
Josh.18.18	Josh.18.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo pendiente frente al Arabá
Josh.18.28	Josh.18.28-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX, Siríaco y Vulgata; hebreo el jebuseo
Josh.18.28	Josh.18.28-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Gibeat
Josh.18.28	Josh.18.28-fn3	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo Quiriat
Josh.19.28	Josh.19.28-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos Abdón; véase Josué 21:30.
Josh.19.50	Josh.19.50-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Timnat-sera también se conoce como Timnat-heres; véase Jueces 2:9.
Josh.22.10	Josh.22.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O al círculo de piedras o a la región; similarmente en el versículo 11
Josh.22.20	Josh.22.20-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Acán significa perturbador; también llamado Acar en 1 Crónicas 2:7.
Josh.22.20	Josh.22.20-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda.
Josh.22.34	Josh.22.34-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente llamó al altar, porque
Josh.24.2	Josh.24.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo el Río; también en los versículos 3, 14 y 15
Josh.24.30	Josh.24.30-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Timnat-sera también se conoce como Timnat-heres; véase Jueces 2:9.
Josh.24.32	Josh.24.32-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo cien kesitahs; el valor o peso de la kesitah ya no se conoce.
Judg.1.14	Judg.1.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; LXX y Vulgata y él la instó; véase Josué 15:18.
Judg.1.16	Judg.1.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, Jericó
Judg.1.17	Judg.1.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda.
Judg.1.18	Judg.1.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; LXX Pero Judá no capturó
Judg.1.36	Judg.1.36-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O la Cuesta de los Escorpiones o el Paso de los Escorpiones
Judg.2.5	Judg.2.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Boquim significa llorones.
Judg.2.9	Judg.2.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Timnat-heres también se conoce como Timnat-sera; véase Josué 19:50 y Josué 24:30.
Judg.2.14	Judg.2.14-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Literalmente de saqueadores que los saquearon
Judg.3.8	Judg.3.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, Mesopotamia; Aram-naharaim significa Aram de los dos ríos, probablemente la región entre el Éufrates y el Balih en el noroeste de Mesopotamia.
Judg.3.16	Judg.3.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un codo equivale aproximadamente a 45.7 centímetros.
Judg.4.11	Judg.4.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O cuñado
Judg.5.11	Judg.5.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O arqueros o los que dividen las ovejas
Judg.5.11	Judg.5.11-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O guerreros
Judg.6.10	Judg.6.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O adorar
Judg.6.24	Judg.6.24-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo YHWH Shalom
Judg.7.22	Judg.7.22-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos Zereda
Judg.8.3	Judg.8.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O su espíritu
Judg.8.8	Judg.8.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Penuel es una variante de Peniel; también en los versículos 9 y 17; véase Génesis 32:30.
Judg.8.30	Judg.8.30-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo que salieron de sus propios lomos
Judg.9.6	Judg.9.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O terebinto o gran árbol
Judg.9.23	Judg.9.23-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O un espíritu maligno
Judg.9.31	Judg.9.31-fn2	fallback	verse_end	source_anchor_word_not_semantically_specific	O sitiando o cerrando
Judg.10.2	Judg.10.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O gobernó o guió; aquí y en todo el libro de Jueces
Judg.10.12	Judg.10.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; algunos manuscritos LXX madianitas
Judg.13.5	Judg.13.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O apartado
Judg.13.25	Judg.13.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Mahane-dan significa campamento de Dan.
Judg.14.11	Judg.14.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O cuando los padres de la novia lo vieron; literalmente cuando lo vieron
Judg.14.15	Judg.14.15-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX y Siríaco; hebreo séptimo
Judg.15.8	Judg.15.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente los golpeó en el muslo y la cadera
Judg.15.16	Judg.15.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Los he convertido en asnos
Judg.15.19	Judg.15.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	En-hacore significa el manantial del que clama.
Judg.16.14	Judg.16.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Véase LXX y Vulgata; hebreo no incluye Mientras él dormía, Dalila tomó las siete trenzas de su cabello y las tejió en el telar.
Judg.16.19	Judg.16.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; algunos manuscritos LXX comenzó a debilitarse
Judg.17.5	Judg.17.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo llenó la mano de; también en el versículo 12
Judg.18.12	Judg.18.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Mahane-dan significa campamento de Dan.
Judg.18.30	Judg.18.30-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos y LXX y Vulgata; otros manuscritos hebreos y LXX el hijo de Manasés
Judg.19.2	Judg.19.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX se enojó con él
Judg.21.11	Judg.21.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda.
Ruth.1.20	Ruth.1.20-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Mara significa amarga.
Ruth.1.20	Ruth.1.20-fn3	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Shaddai; también en el versículo 21
Ruth.3.9	Ruth.3.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Extiende tu ala; la palabra para ala también puede significar el borde de una prenda; véase Rut 2:12.
Ruth.3.15	Ruth.3.15-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	La mayoría de los manuscritos hebreos; muchos manuscritos hebreos, Vulgata y Siríaco ella se fue
Ruth.4.1	Ruth.4.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	La palabra hebrea para pariente-redentor o guardián-redentor es un término legal para el pariente que redime o vindica a un familiar; también en los versículos 3, 6, 8 y 14; véase Levítico 25:25–55.
Ruth.4.4	Ruth.4.4-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Muchos manuscritos hebreos, LXX, Vulgata y Siríaco; la mayoría de los manuscritos hebreos él
1Sam.1.1	1Sam.1.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O de Ramataim, un zufita; véase LXX y 1 Crónicas 6:26 y 35.
1Sam.1.1	1Sam.1.1-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Eliú también es llamado Eliab y Eliel; véase 1 Crónicas 6:27 y 34.
1Sam.1.5	1Sam.1.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O una porción escogida
1Sam.1.24	1Sam.1.24-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	DSS, LXX y Siríaco; TM tres toros
1Sam.1.28	1Sam.1.28-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un manuscrito DSS; TM él adoró
1Sam.2.17	1Sam.2.17-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	DSS y LXX; TM hombres
1Sam.2.25	1Sam.2.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O los jueces
1Sam.2.29	1Sam.2.29-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O despreciar
1Sam.2.33	1Sam.2.33-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; LXX sus ojos fallarán y su corazón se afligirá
1Sam.2.33	1Sam.2.33-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O aumentar
1Sam.3.13	1Sam.3.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo se hicieron despreciables
1Sam.4.3	1Sam.4.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Él puede ir
1Sam.4.7	1Sam.4.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Un dios ha entrado
1Sam.4.18	1Sam.4.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O gobernó o guió
1Sam.4.21	1Sam.4.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Icabod significa no hay gloria.
1Sam.4.21	1Sam.4.21-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O ido al exilio; también en el versículo 22
1Sam.5.11	1Sam.5.11-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O Él no
1Sam.6.6	1Sam.6.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O endurecer; similarmente de nuevo en este versículo
1Sam.6.18	1Sam.6.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O gran prado; hebreo Abel-haggedolah
1Sam.7.6	1Sam.7.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O gobernó o guió; similarmente en los versículos 15, 16 y 17
1Sam.7.12	1Sam.7.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; LXX y Siríaco Jesana
1Sam.7.12	1Sam.7.12-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Eben-ezer significa piedra de ayuda.
1Sam.8.16	1Sam.8.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo tus mejores jóvenes
1Sam.10.3	1Sam.10.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Terebinto o Gran Árbol
1Sam.10.10	1Sam.10.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Gabaa significa la colina.
1Sam.10.21	1Sam.10.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX incluye Y acercó la familia de los matritas, hombre por hombre.
1Sam.11.1	1Sam.11.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	DSS y LXX Alrededor de un mes después Nahas
1Sam.11.8	1Sam.11.8-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	DSS y LXX 70,000
1Sam.12.3	1Sam.12.3-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Hebreo Y lo restauraré; LXX Da testimonio contra mí, y lo restauraré
1Sam.12.6	1Sam.12.6-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Hebreo; LXX El SEÑOR es el testigo que
1Sam.12.9	1Sam.12.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX el ejército de Jabín rey de Hazor
1Sam.12.11	1Sam.12.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Jerobaal es otro nombre para Gedeón y probablemente significa que Baal contienda; véase Jueces 6:32.
1Sam.12.11	1Sam.12.11-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	LXX y Siríaco; hebreo Bedán
1Sam.13.1	1Sam.13.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos LXX tardíos; TM Saúl era hijo de un año
1Sam.13.21	1Sam.13.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un pim posiblemente se refiere a una piedra pulida que pesa aproximadamente 7 gramos que se encuentra en excavaciones. Esto equivale a unos dos tercios de un siclo y probablemente se refiere al precio cobrado por los filisteos por los servicios enumerados.
1Sam.14.2	1Sam.14.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O alrededor de la peña de Rimón o en la cueva de la granada; véase Jueces 20:45, Jueces 20:47 y Jueces 21:13.
1Sam.14.14	1Sam.14.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo media yugada. Una yugada era la cantidad de tierra que una pareja de bueyes uncidos podía arar en un día.
1Sam.14.41	1Sam.14.41-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX y Vulgata; TM contiene solo la cita corta, “Da una (suerte) perfecta.”
1Sam.15.3	1Sam.15.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo cherem se refieren a la entrega de cosas o personas al SEÑOR, ya sea destruyéndolas o dándolas como ofrenda; también en los versículos 8, 9, 15, 18, 20 y 21.
1Sam.15.9	1Sam.15.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O los toros adultos
1Sam.15.32	1Sam.15.32-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O cautelosamente o encadenado; véase DSS y LXX.
1Sam.16.9	1Sam.16.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Sama es una variante de Simea, Simea y Simei; véase 2 Samuel 13:3, 1 Crónicas 2:13 y 2 Samuel 21:21.
1Sam.16.14	1Sam.16.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O un espíritu maligno; similarmente en los versículos 15, 16 y 23
1Sam.17.17	1Sam.17.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un efa equivale aproximadamente a 22 litros de grano tostado.
1Sam.17.52	1Sam.17.52-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo de Gai; es decir, del valle
1Sam.18.10	1Sam.18.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O un espíritu maligno
1Sam.19.9	1Sam.19.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O un espíritu maligno
1Sam.19.13	1Sam.19.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O un ídolo doméstico; hebreo terafim; también en el versículo 16
1Sam.20.14	1Sam.20.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo chesed se traducen aquí y en la mayoría de los casos en las Escrituras como amor leal; el rango de significado incluye amor, bondad, misericordia y fidelidad, así como lealtad a un pacto.
1Sam.20.41	1Sam.20.41-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo desde el lado sur; LXX desde junto a la piedra
1Sam.22.3	1Sam.22.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Siríaco y Vulgata; hebreo salir
1Sam.23.11	1Sam.23.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos omiten esta pregunta.
1Sam.24.3	1Sam.24.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente cubrir sus pies, un eufemismo para aliviarse
1Sam.25.18	1Sam.25.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	5 seahs equivalen aproximadamente a 36.5 litros de grano tostado.
1Sam.25.25	1Sam.25.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Nabal significa necio.
1Sam.25.44	1Sam.25.44-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Palti es una variante de Paltiel; véase 2 Samuel 3:15.
1Sam.27.2	1Sam.27.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Maoc es una variante de Maaca; véase 1 Reyes 2:39.
1Sam.28.13	1Sam.28.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Veo un espíritu o Veo un ser divino
1Sam.30.2	1Sam.30.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo no incluye y todos.
2Sam.1.18	2Sam.1.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O ser enseñado en el uso del arco; literalmente ser enseñado el arco
2Sam.1.21	2Sam.1.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O ninguna lluvia cayendo sobre tus terrazas; LXX ningún campo de primicias; hebreo ningún campo de ofrendas
2Sam.2.8	2Sam.2.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Is-boset también es llamado Es-baal; véase 1 Crónicas 8:33.
2Sam.2.29	2Sam.2.29-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Véase LXX; hebreo marchó por todo Bitrón
2Sam.3.3	2Sam.3.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX Daluia; algunos traductores Daniel; véase 1 Crónicas 3:1.
2Sam.3.15	2Sam.3.15-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Paltiel es una variante de Palti; véase 1 Samuel 25:44.
2Sam.5.14	2Sam.5.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Samúa es una variante de Simea; véase 1 Crónicas 3:5.
2Sam.5.25	2Sam.5.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX (véase también 1 Crónicas 14:16); hebreo Geba
2Sam.6.4	2Sam.6.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	DSS y algunos manuscritos LXX; TM incluye de la casa de Abinadab, que estaba en la colina.
2Sam.6.5	2Sam.6.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente delante del SEÑOR con toda madera de ciprés; LXX tocando ante el Señor con instrumentos bien afinados poderosamente, y con canciones; algunos de los instrumentos en este versículo son inciertos; véase 1 Crónicas 13:8.
2Sam.6.6	2Sam.6.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Nacón es una variante de Quidón; véase 1 Crónicas 13:9.
2Sam.6.7	2Sam.6.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	TM; DSS por esto
2Sam.6.8	2Sam.6.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Perez-uza significa irrupción contra Uza.
2Sam.6.19	2Sam.6.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O una porción de carne
2Sam.7.7	2Sam.7.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O tribus
2Sam.7.16	2Sam.7.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos y LXX; la mayoría de los manuscritos hebreos tú
2Sam.8.1	2Sam.8.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Meteg-ama significa brida de la ciudad madre.
2Sam.8.4	2Sam.8.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX (véase también DSS y 1 Crónicas 18:4); TM capturó de él mil setecientos jinetes
2Sam.8.8	2Sam.8.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; algunos manuscritos LXX Tebah; véase 1 Crónicas 18:8.
2Sam.8.9	2Sam.8.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Toi es una variante de Tou; también en el versículo 10; véase 1 Crónicas 18:9.
2Sam.8.12	2Sam.8.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos, LXX y Siríaco (véase también el versículo 14 y 1 Crónicas 18:11); la mayoría de los manuscritos hebreos Aram
2Sam.8.13	2Sam.8.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos hebreos, LXX y Siríaco (véase también el versículo 14 y 1 Crónicas 18:12); la mayoría de los manuscritos hebreos arameos
2Sam.8.17	2Sam.8.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Seraías también es llamado Seva, Sisa y Savsa; véase 2 Samuel 20:25, 1 Reyes 4:3 y 1 Crónicas 18:16.
2Sam.9.12	2Sam.9.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Mica es una variante de Micaías; véase 1 Crónicas 8:34.
2Sam.10.16	2Sam.10.16-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Sobac es una variante de Sofac; véase 1 Crónicas 19:16.
2Sam.10.18	2Sam.10.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Algunos manuscritos LXX (véase también 1 Crónicas 19:18); hebreo jinetes
2Sam.11.1	2Sam.11.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente Al volver del año
2Sam.11.3	2Sam.11.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Eliam es una variante de Amiel; véase 1 Crónicas 3:5.
2Sam.11.21	2Sam.11.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Jerubeset también es conocido como Jerobaal, es decir, Gedeón.
2Sam.12.3	2Sam.12.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo en su seno; también en el versículo 8
2Sam.12.16	2Sam.12.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	DSS y LXX; TM no incluye en cilicio.
2Sam.12.24	2Sam.12.24-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O ella o él
